@relation 'chicago_listings - cleaned-weka.filters.unsupervised.instance.RemovePercentage-P70.0-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute room_type {'Private room','Entire home/apt','Shared room','Hotel room'}
@attribute number_of_reviews numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute days_since_last_review numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',1,0.5,19,337,1,94,8.746113,0.139899,0.738136,517
'Entire home/apt',0,0,19,337,0,-1,8.628069,0.175267,0.77571,517
'Entire home/apt',3,0.98,18,347,3,51,8.733674,0.147095,0.742336,517
'Entire home/apt',21,3.82,1,309,21,54,10.528108,0.040914,1.833477,145
'Private room',23,3.85,5,343,23,40,7.836696,0.210963,6.672342,35
'Private room',21,3.75,3,351,21,45,6.282177,1.086591,3.651441,40
'Entire home/apt',19,3.77,1,89,19,37,9.102627,0.45251,3.61977,158
'Entire home/apt',29,4.78,3,296,29,52,9.238848,0.637641,4.484081,103
'Private room',27,5.63,2,316,27,38,12.233486,0.317032,5.139362,71
'Entire home/apt',1,0.71,1,319,1,76,9.495262,0.781277,7.060325,100
'Entire home/apt',0,0,1,253,0,-1,11.342228,0.370288,4.141708,750
'Entire home/apt',29,4.86,4,141,29,67,7.24102,0.50628,6.264888,103
'Entire home/apt',4,0.75,2,361,4,141,5.789997,0.709174,7.016579,144
'Entire home/apt',19,3.18,1,339,19,44,11.620937,1.161613,9.11917,202
'Entire home/apt',0,0,525,321,0,-1,9.406203,0.164702,0.581593,163
'Entire home/apt',0,0,525,283,0,-1,10.562696,0.379518,1.488942,117
'Entire home/apt',0,0,525,1,0,-1,10.562696,0.379518,1.488942,151
'Entire home/apt',1,0.24,525,316,1,158,10.562696,0.379518,1.488942,116
'Entire home/apt',0,0,1,297,0,-1,7.472877,0.493793,1.769373,200
'Private room',4,1.4,5,256,4,72,12.883263,0.523929,8.523199,75
'Entire home/apt',0,0,14,365,0,-1,9.992508,0.131027,1.230319,155
'Entire home/apt',2,0.43,6,126,2,72,6.210174,0.232494,3.203118,187
'Entire home/apt',17,3.13,9,86,17,64,11.14807,1.523481,9.10485,159
'Entire home/apt',11,2.19,10,253,11,59,12.365186,0.213267,4.807415,125
'Entire home/apt',0,0,10,294,0,-1,10.022121,0.322631,0.792236,238
'Entire home/apt',2,0.57,10,365,2,93,9.982971,0.276838,0.752753,166
'Entire home/apt',19,3.45,2,34,19,38,12.912521,0.402284,5.300967,251
'Entire home/apt',1,0.65,7,51,1,80,7.371851,0.427806,6.34564,219
'Entire home/apt',0,0,10,349,0,-1,10.095458,0.165513,1.347056,161
'Entire home/apt',2,0.36,22,346,2,152,9.213477,0.169297,1.179425,545
'Entire home/apt',15,3,1,255,15,52,12.010052,0.446437,4.21809,312
'Entire home/apt',11,2.26,10,74,11,65,12.366134,0.53225,4.599898,137
'Entire home/apt',18,3.44,9,219,18,59,11.162834,0.108556,3.577616,246
'Entire home/apt',16,2.68,9,70,16,52,7.496547,0.383276,9.758191,267
'Entire home/apt',27,4.53,3,286,27,44,9.723463,0.208193,4.582678,128
'Entire home/apt',17,2.97,9,254,17,52,8.760643,0.482848,2.153156,208
'Private room',2,0.38,1,255,2,184,5.731372,0.292572,7.122398,52
'Entire home/apt',42,7.12,16,74,42,36,12.666973,0.321022,6.87249,147
'Entire home/apt',13,3.75,13,292,13,44,11.096516,0.298518,3.290194,800
'Entire home/apt',8,1.53,1,148,8,65,6.626401,0.451208,2.761301,865
'Entire home/apt',18,3.02,57,312,18,72,10.311294,0.12761,1.418342,178
'Entire home/apt',6,1.78,1,88,6,59,8.912792,0.289417,8.593536,294
'Entire home/apt',3,0.59,1,318,3,156,12.071537,0.851414,7.511763,200
'Entire home/apt',10,1.94,1,358,10,59,9.073863,0.899418,4.93223,472
'Entire home/apt',7,1.33,5,351,7,44,9.018224,0.435177,2.382392,1051
'Entire home/apt',0,0,525,236,0,-1,8.483949,0.087672,0.977155,210
'Entire home/apt',0,0,525,345,0,-1,11.743438,0.195689,4.715254,179
'Entire home/apt',0,0,525,105,0,-1,7.450805,0.11717,2.453917,322
'Entire home/apt',0,0,525,302,0,-1,10.562696,0.379518,1.488942,195
'Entire home/apt',0,0,525,168,0,-1,10.562696,0.379518,1.488942,171
'Entire home/apt',0,0,525,304,0,-1,10.562696,0.379518,1.488942,140
'Entire home/apt',0,0,525,286,0,-1,10.562696,0.379518,1.488942,149
'Entire home/apt',0,0,525,261,0,-1,10.562696,0.379518,1.488942,163
'Entire home/apt',11,2.2,1,351,11,37,7.19924,1.387888,9.577666,204
'Entire home/apt',0,0,6,365,0,-1,8.093611,0.499372,4.292689,173
'Entire home/apt',6,1.67,12,359,6,79,7.191329,0.076801,4.791399,149
'Entire home/apt',9,2.2,4,96,9,37,6.299927,0.338667,3.082997,186
'Private room',10,2.78,2,41,10,51,10.909422,0.146562,3.28593,126
'Entire home/apt',9,4.5,1,345,9,52,8.150074,0.167209,6.786248,127
'Private room',4,2.73,1,163,4,38,5.176103,0.548477,11.884947,73
'Entire home/apt',0,0,1,348,0,-1,2.595742,1.110997,9.317807,114
'Entire home/apt',0,0,28,270,0,-1,1.661894,1.644708,10.586217,499
'Entire home/apt',21,3.8,6,317,21,45,7.36356,0.408832,6.366042,113
'Entire home/apt',21,5.12,3,299,21,45,12.179452,0.638497,4.267674,423
'Entire home/apt',3,1.14,1,129,3,53,11.195822,0.365837,3.966119,225
'Entire home/apt',5,3.66,2,342,5,45,8.651193,0.825696,3.637734,200
'Entire home/apt',27,4.91,1,346,27,37,5.265735,1.319145,5.022406,67
'Entire home/apt',0,0,525,316,0,-1,10.001269,0.569006,1.884154,166
'Entire home/apt',10,1.99,2,333,10,87,8.316742,0.444236,7.279073,210
'Private room',32,5.75,1,137,32,41,9.276374,0.179235,2.871277,76
'Entire home/apt',11,2.09,1,237,11,66,8.301344,0.473683,8.261668,229
'Entire home/apt',30,5.77,2,325,30,61,3.017319,1.203465,10.893418,150
'Entire home/apt',18,3.75,14,182,18,38,11.965071,0.155492,6.717544,151
'Private room',20,3.68,3,38,20,52,11.713778,0.198338,4.876381,75
'Entire home/apt',12,3.1,1,203,12,44,10.510972,0.195811,7.472607,211
'Entire home/apt',1,0.67,525,315,1,79,10.460359,0.61569,1.250546,174
'Private room',17,3.45,4,43,17,59,4.207629,0.738593,5.042154,48
'Entire home/apt',18,4.66,1,150,18,51,9.312044,0.561564,4.526579,194
'Private room',14,4.62,4,30,14,37,7.626753,0.307276,2.656547,70
'Entire home/apt',7,1.27,1,30,7,136,9.470739,0.17536,4.030007,200
'Private room',12,2.16,2,340,12,51,10.05552,0.394924,4.370513,85
'Entire home/apt',0,0,36,303,0,-1,9.630628,0.003253,0.487566,159
'Entire home/apt',1,1,36,294,1,65,9.663374,0.00404,0.522602,249
'Entire home/apt',1,0.94,36,48,1,66,9.491089,0.010383,0.37329,399
'Entire home/apt',1,0.67,36,304,1,79,9.369613,0.105137,0.501952,199
'Entire home/apt',0,0,36,341,0,-1,9.371112,0.109684,0.506632,199
'Entire home/apt',0,0,36,284,0,-1,9.422686,0.10466,0.506528,259
'Entire home/apt',1,0.28,36,355,1,141,8.733626,0.243566,1.08883,199
'Entire home/apt',16,3.72,4,343,16,37,9.10907,0.456332,6.525503,94
'Entire home/apt',1,0.3,36,326,1,135,10.105052,0.159459,1.396431,139
'Entire home/apt',0,0,36,335,0,-1,10.028561,0.101349,1.403532,139
'Entire home/apt',0,0,1,274,0,-1,13.045559,0.340098,5.749074,110
'Entire home/apt',0,0,36,335,0,-1,10.007395,0.08039,1.38512,159
'Entire home/apt',0,0,36,283,0,-1,10.019769,0.119331,1.279403,209
'Entire home/apt',1,1,36,361,1,61,9.993771,0.29833,0.763891,149
'Entire home/apt',0,0,36,355,0,-1,9.928499,0.208201,0.699519,159
'Entire home/apt',0,0,1,103,0,-1,13.449461,0.037205,6.244316,200
'Entire home/apt',29,5.8,2,113,29,36,10.830116,0.173821,3.276756,151
'Entire home/apt',52,10.33,3,357,52,39,13.50706,0.261033,8.440232,173
'Entire home/apt',14,2.66,6,168,14,70,7.900053,0.323087,3.207446,102
'Private room',8,1.74,6,353,8,70,6.201245,0.251142,3.173217,53
'Entire home/apt',17,3.54,1,220,17,44,13.127991,0.124652,9.872489,255
'Private room',16,3,4,43,16,58,5.872089,0.318441,3.536059,51
'Private room',14,2.66,6,165,14,55,7.915962,0.353248,3.254284,48
'Entire home/apt',2,2,1,346,2,52,10.42243,0.255247,1.547411,208
'Entire home/apt',0,0,36,350,0,-1,9.946644,0.234765,0.716714,189
'Entire home/apt',1,0.36,36,348,1,118,10.030025,0.326219,0.799976,249
'Entire home/apt',15,2.73,1,310,15,39,10.507394,0.651102,7.13947,97
'Entire home/apt',1,0.28,36,354,1,141,8.678701,0.235639,1.143715,199
'Entire home/apt',0,0,36,348,0,-1,8.644416,0.355206,1.055662,259
'Entire home/apt',1,0.75,36,346,1,74,9.964198,0.123424,0.8636,229
'Entire home/apt',0,0,36,348,0,-1,9.987806,0.030692,0.97976,379
'Entire home/apt',0,0,36,354,0,-1,8.457257,0.181416,1.11384,199
'Entire home/apt',0,0,36,347,0,-1,8.606604,0.307768,1.037302,189
'Entire home/apt',1,0.94,36,348,1,66,8.615273,0.212689,1.257413,259
'Entire home/apt',0,0,525,114,0,-1,10.562696,0.379518,1.488942,196
'Entire home/apt',0,0,525,36,0,-1,8.664838,0.291662,1.098921,205
'Entire home/apt',0,0,525,343,0,-1,8.664838,0.291662,1.098921,147
'Private room',16,2.96,4,43,16,93,5.83549,0.3379,3.571617,48
'Private room',17,3.11,4,43,17,79,5.852869,0.346037,3.56238,42
'Private room',14,2.59,4,44,14,54,4.29427,0.691583,4.94497,47
'Private room',12,2.18,4,41,12,59,4.178073,0.772283,5.068971,43
'Private room',20,3.64,4,43,20,51,4.326154,0.650755,4.91591,44
'Private room',1,0.22,6,354,1,172,6.346405,0.361161,3.016893,53
'Entire home/apt',8,1.7,1,0,8,58,10.073197,0.18075,5.634799,200
'Entire home/apt',6,1.13,2,168,6,45,9.767647,0.420822,6.659191,184
'Entire home/apt',17,4.68,1,329,17,43,9.972263,0.350295,6.220468,186
'Entire home/apt',18,4.39,3,349,18,44,10.850551,0.413247,7.074306,168
'Entire home/apt',1,0.3,22,323,1,133,10.102446,0.178884,1.305425,697
'Entire home/apt',1,0.24,22,309,1,157,10.188948,0.192836,1.400401,484
'Entire home/apt',1,1,22,319,1,64,10.19236,0.213996,1.417835,524
'Entire home/apt',2,0.55,19,319,2,136,10.209037,0.162994,1.395318,613
'Entire home/apt',0,0,19,323,0,-1,10.222581,0.163649,1.40539,743
'Entire home/apt',1,0.67,19,309,1,79,10.113388,0.107717,1.25413,484
'Entire home/apt',1,0.34,19,319,1,121,10.151078,0.209236,1.379942,524
'Entire home/apt',0,0,19,319,0,-1,10.14467,0.195013,1.363421,590
'Entire home/apt',0,0,19,323,0,-1,10.189315,0.190255,1.398896,743
'Entire home/apt',0,0,19,309,0,-1,10.20923,0.127863,1.371885,484
'Entire home/apt',2,0.56,19,319,2,135,10.095971,0.157357,1.278542,524
'Entire home/apt',10,2.44,18,319,10,53,10.136119,0.089305,1.269692,590
'Entire home/apt',10,2.61,18,323,10,44,10.096875,0.191815,1.309914,743
'Entire home/apt',7,1.93,18,309,7,43,10.157409,0.083584,1.291706,484
'Entire home/apt',7,2.19,18,319,7,44,10.227044,0.13999,1.392537,524
'Entire home/apt',18,3.44,2,343,18,44,6.660318,0.573711,3.1011,96
'Entire home/apt',9,2.93,1,122,9,44,13.493991,0.065862,7.847951,225
'Entire home/apt',7,1.84,2,355,7,37,6.829106,0.42889,4.33045,175
'Entire home/apt',8,2.07,2,348,8,54,9.218098,0.315179,7.611659,203
'Entire home/apt',4,0.76,2,345,4,129,11.274417,0.5418,4.991073,179
'Entire home/apt',11,2.58,1,47,11,59,7.947522,0.220627,1.973072,242
'Entire home/apt',12,3.27,1,167,12,38,11.737564,0.014395,5.05766,159
'Private room',14,3.18,23,0,14,58,10.314326,1.349296,10.627579,24
'Entire home/apt',20,7.32,1,56,20,41,8.492897,0.700304,3.650115,113
'Private room',0,0,6,326,0,-1,12.225337,0.190631,4.750139,75
'Private room',0,0,6,279,0,-1,12.207242,0.221665,4.719655,65
'Private room',4,0.82,22,350,4,66,7.150416,0.104491,2.351135,41
'Entire home/apt',25,4.66,24,359,25,51,7.944613,0.371324,7.220783,343
'Entire home/apt',13,2.42,24,354,13,68,7.933594,0.326201,7.172069,192
'Entire home/apt',10,3.66,2,45,10,38,10.352732,0.621802,7.306437,127
'Entire home/apt',12,2.31,9,70,12,59,7.45802,0.407719,9.793928,308
'Entire home/apt',10,2.42,9,72,10,66,7.59699,0.429338,9.599427,130
'Entire home/apt',3,2.31,1,297,3,52,8.431965,0.838871,4.328249,253
'Private room',1,0.73,1,299,1,75,6.874411,0.30469,3.3617,58
'Entire home/apt',0,0,10,128,0,-1,11.598961,0.332487,4.611135,160
'Private room',19,4.35,22,343,19,36,7.150416,0.104491,2.351135,54
'Private room',21,4.01,22,354,21,44,7.150416,0.104491,2.351135,50
'Private room',32,6.32,22,335,32,42,7.150416,0.104491,2.351135,42
'Entire home/apt',7,1.39,1,172,7,73,5.595584,0.655971,5.037844,199
'Entire home/apt',20,4.38,12,342,20,53,7.168473,0.5465,2.072829,85
'Private room',12,2.4,12,353,12,58,7.168594,0.544963,2.081306,55
'Private room',13,3.55,12,339,13,45,7.276785,0.436399,1.970599,45
'Entire home/apt',25,5.47,1,143,25,49,11.311778,0.177867,3.807262,182
'Entire home/apt',11,2.73,3,354,11,37,11.813369,0.102931,4.860579,410
'Private room',19,3.65,14,247,19,44,7.830212,0.306874,2.048348,72
'Entire home/apt',0,0,525,303,0,-1,8.640995,0.356967,1.050282,183
'Entire home/apt',0,0,525,315,0,-1,9.038102,0.146667,0.911438,149
'Entire home/apt',0,0,525,290,0,-1,8.640995,0.356967,1.050282,186
'Entire home/apt',0,0,525,345,0,-1,9.451201,0.139692,0.601311,184
'Entire home/apt',7,3.5,4,30,7,43,10.709445,0.129377,2.315445,146
'Entire home/apt',12,3.33,1,332,12,38,8.815094,0.830919,3.88694,339
'Entire home/apt',18,4.82,9,64,18,51,7.302341,0.453428,10.178588,185
'Entire home/apt',7,4.67,4,36,7,37,12.21836,0.363724,4.538102,206
'Entire home/apt',10,2.19,9,75,10,53,13.074562,0.123528,9.181169,113
'Entire home/apt',5,1,24,365,5,82,7.950036,0.375642,7.227051,266
'Entire home/apt',4,1.3,24,365,4,80,8.718031,0.128918,7.190474,943
'Entire home/apt',19,3.93,24,42,19,45,8.411253,0.149074,1.60885,252
'Private room',8,1.52,22,343,8,37,7.227288,0.158855,2.271055,43
'Private room',13,2.55,22,333,13,38,7.150416,0.104491,2.351135,58
'Private room',13,3.2,22,346,13,40,7.218157,0.149189,2.27709,47
'Entire home/apt',13,2.45,1,332,13,45,9.723727,0.364732,2.792657,742
'Entire home/apt',8,3.33,1,154,8,38,11.351657,0.983597,6.254826,168
'Entire home/apt',17,8.5,1,74,17,40,5.981577,0.245728,3.327779,118
'Shared room',3,0.66,1,176,3,59,5.455699,0.926803,6.148387,75
'Entire home/apt',16,3.66,12,318,16,52,10.534353,0.062636,2.31578,205
'Entire home/apt',24,5,1,340,24,44,10.786955,0.084132,6.248663,140
'Entire home/apt',0,0,1,365,0,-1,7.395938,0.239914,5.020973,212
'Entire home/apt',1,1,3,318,1,59,11.425161,1.309001,9.089853,100
'Entire home/apt',11,3.27,1,256,11,45,7.186624,0.224075,5.383562,297
'Entire home/apt',2,0.52,1,273,2,142,6.643053,0.439106,7.228567,52
'Entire home/apt',0,0,525,245,0,-1,10.460359,0.61569,1.250546,194
'Entire home/apt',0,0,525,332,0,-1,10.278703,0.105779,1.394404,156
'Entire home/apt',0,0,525,289,0,-1,10.278703,0.105779,1.394404,198
'Entire home/apt',0,0,525,313,0,-1,13.619551,0.186614,7.438067,143
'Private room',11,2.43,4,171,11,71,7.179785,0.158748,2.351921,102
'Private room',9,1.79,4,171,9,45,7.149755,0.154097,2.385743,112
'Private room',9,2.55,4,349,9,61,7.153636,0.128957,2.364516,112
'Entire home/apt',0,0,1,35,0,-1,8.361417,0.609155,3.666912,56
'Entire home/apt',3,0.66,24,116,3,114,9.089721,0.058181,0.349953,884
'Entire home/apt',1,1,35,319,1,65,6.968636,0.526996,2.261594,82
'Entire home/apt',1,1,35,317,1,59,7.055236,0.498786,2.178274,82
'Entire home/apt',16,5.45,2,237,16,41,5.239032,0.433233,4.157083,89
'Entire home/apt',3,1.2,35,284,3,46,6.9552,0.542964,2.275123,90
'Entire home/apt',0,0,35,265,0,-1,7.048663,0.507557,2.183821,106
'Entire home/apt',1,0.65,35,347,1,80,6.930941,0.51678,2.299278,124
'Entire home/apt',1,1,1,361,1,42,6.900124,1.29487,9.640201,158
'Private room',4,1.14,27,197,4,108,8.072318,0.200028,1.335883,65
'Entire home/apt',23,4.76,1,44,23,39,7.386858,0.248786,4.550705,132
'Entire home/apt',9,2.5,1,168,9,59,7.911725,0.289617,7.124833,251
'Entire home/apt',9,2.6,46,188,9,38,8.429645,0.151286,1.729558,934
'Private room',14,2.96,2,38,14,44,13.070355,0.472833,6.192285,112
'Entire home/apt',16,4.17,1,23,16,44,8.874477,0.567079,2.351807,426
'Entire home/apt',1,0.39,1,88,1,111,6.936917,0.216421,3.199812,80
'Entire home/apt',4,1.79,1,260,4,72,6.922414,0.521271,4.22966,133
'Entire home/apt',17,4.15,1,350,17,37,4.701016,0.2337,5.648172,88
'Entire home/apt',15,3.46,1,88,15,38,11.841236,0.170418,7.027012,257
'Entire home/apt',0,0,1,0,0,-1,9.089172,0.140191,0.525167,400
'Entire home/apt',9,2.21,12,336,9,50,7.953643,0.483406,3.437513,194
'Entire home/apt',10,2.38,12,326,10,65,11.133384,0.655141,4.885097,197
'Entire home/apt',4,1.22,12,335,4,44,11.12774,0.841593,6.598146,119
'Entire home/apt',9,2.13,3,352,9,44,10.653801,0.665503,7.01662,432
'Entire home/apt',0,0,2,16,0,-1,10.515855,0.273327,5.917623,105
'Entire home/apt',12,2.77,1,266,12,59,8.821618,0.129596,1.437881,243
'Entire home/apt',6,1.25,12,319,6,115,9.496308,0.5091,4.972478,99
'Entire home/apt',13,2.67,12,339,13,45,11.531458,0.252882,5.042368,183
'Entire home/apt',13,3.64,1,348,13,43,10.976928,1.734133,9.454574,132
'Entire home/apt',11,3.2,12,352,11,37,6.713906,0.137955,4.205368,179
'Entire home/apt',15,3.28,1,83,15,45,13.204993,0.298227,6.192089,143
'Entire home/apt',5,1.02,57,336,5,80,8.59879,0.806757,3.686172,145
'Entire home/apt',0,0,525,320,0,-1,9.406203,0.164702,0.581593,165
'Entire home/apt',0,0,525,347,0,-1,13.619551,0.186614,7.438067,157
'Entire home/apt',0,0,525,318,0,-1,13.619551,0.186614,7.438067,162
'Private room',19,3.93,2,32,19,44,6.255634,0.155102,3.127246,61
'Entire home/apt',1,0.27,2,324,1,145,13.114302,0.462674,5.51224,78
'Private room',28,6,2,30,28,44,6.331333,0.172837,3.050768,62
'Private room',5,1.72,1,150,5,72,13.1148,0.140592,9.35471,75
'Private room',6,1.37,1,51,6,64,13.251557,0.260885,7.747875,56
'Entire home/apt',18,4.7,1,325,18,50,6.678222,0.139467,9.572609,85
'Entire home/apt',0,0,525,337,0,-1,13.619551,0.186614,7.438067,119
'Entire home/apt',0,0,525,232,0,-1,13.619551,0.186614,7.438067,248
'Entire home/apt',11,3.47,1,148,11,38,9.877891,0.809215,9.025092,185
'Entire home/apt',11,2.87,9,311,11,55,9.189606,0.053715,0.138198,135
'Private room',7,2.28,1,357,7,45,8.669803,0.715207,2.871095,75
'Entire home/apt',6,1.31,1,302,6,59,12.297292,0.439706,5.327631,200
'Entire home/apt',0,0,1,365,0,-1,8.83473,1.025604,11.873725,79
'Entire home/apt',1,0.64,6,345,1,81,7.608147,0.109963,4.397193,135
'Entire home/apt',1,1,6,104,1,63,7.62216,0.10039,4.383137,114
'Entire home/apt',0,0,36,347,0,-1,8.61277,0.337934,1.071063,149
'Private room',6,1.67,1,356,6,94,11.388422,0.171718,3.80275,341
'Entire home/apt',1,0.25,1,0,1,152,6.833147,1.34283,12.497166,175
'Entire home/apt',12,3.1,1,357,12,37,6.81552,0.087907,11.450691,396
'Shared room',0,0,24,363,0,-1,8.56105,0.321647,6.836128,171
'Entire home/apt',10,3.06,2,158,10,44,9.519003,0.705107,5.524729,131
'Entire home/apt',4,0.83,2,346,4,114,7.180772,0.519737,2.066958,207
'Entire home/apt',9,2.11,1,232,9,37,12.813591,0.410947,5.980486,971
'Entire home/apt',0,0,36,343,0,-1,9.227538,0.169448,0.998245,169
'Entire home/apt',1,0.31,36,345,1,131,9.266935,0.136911,0.944336,159
'Private room',8,1.74,4,352,8,53,6.078277,0.26857,3.19064,110
'Entire home/apt',23,5.61,1,327,23,36,6.869743,1.739727,13.269296,92
'Entire home/apt',5,3.26,3,168,5,44,12.46731,0.225158,5.162051,566
'Entire home/apt',1,1,9,320,1,64,10.329269,0.526005,1.119149,459
'Entire home/apt',21,5.29,1,148,21,37,7.060053,0.34999,2.585903,102
'Private room',0,0,6,364,0,-1,9.900056,0.638467,7.033212,54
'Entire home/apt',1,1,1,320,1,55,7.694363,0.036708,1.566179,435
'Entire home/apt',18,3.75,46,195,18,44,8.389734,0.104268,1.671939,471
'Entire home/apt',9,3.33,1,352,9,51,12.539436,0.216531,5.254512,269
'Entire home/apt',1,0.37,5,340,1,116,9.805099,0.611224,7.112381,90
'Entire home/apt',27,6.28,1,69,27,39,8.871411,0.78585,5.971632,103
'Entire home/apt',5,1.49,1,102,5,73,8.682409,0.195906,7.239198,225
'Entire home/apt',0,0,3,100,0,-1,11.43183,1.32187,9.121785,200
'Private room',15,4.5,4,138,15,51,12.363312,0.25585,5.120455,82
'Private room',17,5.31,3,29,17,52,11.655386,0.267274,4.788548,75
'Entire home/apt',30,6.77,6,261,30,43,12.437905,0.408776,5.334099,116
'Private room',14,4.04,4,140,14,52,12.24823,0.240116,5.003836,76
'Private room',11,4.02,4,348,11,37,12.369757,0.260012,5.128022,76
'Entire home/apt',7,3.13,1,246,7,52,7.231929,0.275218,5.059104,204
'Private room',3,1.45,4,356,3,41,5.74113,0.31166,3.59021,45
'Entire home/apt',13,3.79,3,57,13,42,9.335142,0.028314,2.738651,188
'Private room',6,3.16,4,355,6,41,5.677586,0.424061,3.625156,57
'Entire home/apt',24,5.54,13,271,24,50,12.905469,0.552425,7.073266,166
'Private room',5,1.15,2,54,5,66,12.055876,0.238244,6.650924,73
'Entire home/apt',1,0.4,36,0,1,109,9.503137,0.015466,0.374339,279
'Entire home/apt',5,1.95,1,229,5,47,9.58719,0.476628,7.790343,100
'Entire home/apt',0,0,1,365,0,-1,8.647025,0.385542,1.283844,458
'Entire home/apt',2,1.33,1,0,2,71,11.018297,0.658467,6.798276,60
'Entire home/apt',11,2.87,1,348,11,58,10.235624,0.170702,8.659671,200
'Entire home/apt',8,2.22,5,337,8,52,10.652914,0.302205,2.108902,931
'Entire home/apt',22,6.73,1,132,22,51,11.085555,0.385978,6.132672,134
'Entire home/apt',21,4.81,16,60,21,42,13.498262,0.107445,7.795816,115
'Entire home/apt',15,7.14,1,207,15,38,9.065071,0.192073,1.441823,121
'Entire home/apt',19,6.79,2,130,19,37,8.936511,0.11743,0.426095,346
'Entire home/apt',13,4.94,2,123,13,37,11.315968,0.462608,3.397863,267
'Private room',20,4.88,14,341,20,38,7.617182,0.538005,2.258964,103
'Private room',18,4.15,14,352,18,45,7.664378,0.451114,2.157174,83
'Entire home/apt',4,3.08,2,272,4,45,12.130982,0.366204,5.295969,175
'Entire home/apt',13,3.22,12,345,13,44,11.58553,0.259845,4.30867,100
'Entire home/apt',11,2.66,12,311,11,56,10.360506,0.104231,1.671199,139
'Entire home/apt',19,4.63,24,56,19,44,9.143006,0.162085,0.576302,317
'Entire home/apt',0,0,3,108,0,-1,8.651833,0.710357,2.785749,188
'Entire home/apt',8,2.07,1,166,8,72,7.416802,0.242161,6.009511,220
'Private room',1,0.28,3,361,1,141,7.422644,0.01526,5.279321,45
'Entire home/apt',11,3.06,7,342,11,38,4.229645,0.86297,5.191442,166
'Entire home/apt',14,3.26,19,328,14,52,9.664629,0.317529,3.219347,206
'Private room',18,4,5,343,18,39,7.901574,0.266174,6.578296,35
'Entire home/apt',17,5.05,16,76,17,38,13.549425,0.175913,7.741429,87
'Entire home/apt',22,4.82,16,53,22,38,13.633072,0.192445,7.860863,101
'Entire home/apt',3,2.81,1,333,3,38,11.01511,0.667239,6.794312,200
'Entire home/apt',16,3.5,12,334,16,40,12.162854,0.39551,5.307093,148
'Private room',1,0.43,28,78,1,103,11.361407,0.204531,10.498288,26
'Entire home/apt',1,1,1,251,1,50,10.584843,0.403706,1.505085,162
'Private room',4,1.62,4,256,4,58,10.576676,0.386326,9.34922,35
'Entire home/apt',0,0,525,351,0,-1,13.619551,0.186614,7.438067,183
'Entire home/apt',11,2.82,4,237,11,50,10.383841,0.092902,2.513655,192
'Entire home/apt',5,1.72,46,206,5,60,8.481009,0.220272,1.559049,681
'Entire home/apt',18,4.09,46,221,18,51,8.442409,0.199334,1.557257,412
'Entire home/apt',14,3.18,46,202,14,54,8.458195,0.180595,1.725669,412
'Entire home/apt',9,2.25,46,223,9,78,8.430901,0.177141,1.58154,486
'Entire home/apt',10,2.27,46,207,10,59,8.49873,0.227104,1.571564,375
'Entire home/apt',12,2.77,46,203,12,44,8.47653,0.188904,1.678634,383
'Shared room',7,1.68,17,57,7,65,12.134212,0.798236,10.062192,27
'Private room',3,0.83,3,358,3,81,7.527564,0.180391,5.140303,45
'Entire home/apt',13,5.34,1,92,13,43,4.87987,0.429561,12.34706,133
'Entire home/apt',0,0,36,330,0,-1,9.561928,0.027885,0.377496,189
'Entire home/apt',0,0,2,317,0,-1,8.973439,0.089482,0.72011,90
'Entire home/apt',7,2.02,46,208,7,56,8.431403,0.185015,1.570316,681
'Entire home/apt',8,2.11,46,201,8,62,8.501103,0.218853,1.602217,381
'Entire home/apt',7,1.57,46,206,7,55,8.499598,0.213395,1.621926,681
'Entire home/apt',7,2.16,46,194,7,37,8.443972,0.160737,1.711454,375
'Entire home/apt',11,2.56,46,222,11,50,8.391833,0.103487,1.700998,411
'Entire home/apt',8,2.24,46,206,8,55,8.391422,0.102833,1.696386,375
'Entire home/apt',14,3.21,46,207,14,53,8.43341,0.169025,1.597135,415
'Entire home/apt',12,2.77,46,199,12,55,8.514396,0.2265,1.62966,470
'Entire home/apt',1,0.39,6,163,1,111,5.704225,0.491671,3.57541,58
'Entire home/apt',14,3.18,6,347,14,59,10.983539,0.475232,2.750432,240
'Entire home/apt',13,2.95,25,327,13,55,12.923944,0.200048,5.470643,170
'Entire home/apt',1,0.38,11,202,1,112,10.295305,0.108197,1.398928,193
'Entire home/apt',8,2.35,3,354,8,59,7.530562,0.123327,5.268626,168
'Entire home/apt',0,0,1,348,0,-1,10.125922,0.545859,3.924285,175
'Private room',12,2.93,8,359,12,72,6.741888,0.767962,3.15533,53
'Entire home/apt',8,1.86,46,199,8,68,8.475321,0.189229,1.6899,633
'Entire home/apt',10,2.31,1,170,10,43,7.675924,0.260791,4.528215,148
'Entire home/apt',13,3.2,46,200,13,55,8.436351,0.155243,1.720395,321
'Entire home/apt',1,0.49,36,354,1,95,9.955544,0.04688,1.275657,150
'Entire home/apt',6,1.64,46,208,6,75,8.448358,0.189078,1.578097,445
